,title,cast,crew,genres,keywords
4288,Friday the 13th Part 2,"['AmySteel', 'JohnFurey', 'AdrienneKing']",['SteveMiner'],"['Horror', 'Thriller']","['camping', 'summercamp', 'gore', 'slasher', 'bhorror', 'brisbanequeensland']"
4289,The Lost Weekend,"['RayMilland', 'JaneWyman', 'PhillipTerry']",['BillyWilder'],['Drama'],"['desperation', 'weekend', 'delirium', 'addiction', 'alcoholism', 'writer', 'alcoholic', 'bats', 'suicidalthoughts', 'lowselfesteem', 'filmnoir', 'paranoid']"
4290,C.H.U.D.,"['JohnHeard', 'DanielStern', 'ChristopherCurry']",['DouglasCheek'],"['Horror', 'ScienceFiction']","['monster', 'mutant', 'shower', 'police', 'bloodsplatter', 'toxic', 'independentfilm', 'gore', 'decapitation', 'blood', 'zombie', 'newyorkcity', 'cannibal', 'policedetective', 'flamethrower', 'bum', 'sewer', 'policeinvestigation', 'nuclearwaste', 'hobo']"
4291,Filly Brown,"['ResmineAtis', 'BabyBash', 'DavidBianchi']",['MichaelD.Olmos'],['Drama'],[]
4292,The Lion of Judah,"['GeorginaCordova', 'ErnestBorgnine', 'MichaelMadsen']",['DeryckBroom'],"['Adventure', 'Animation', 'Comedy', 'Family']","['palmsunday', 'jerusalemjudah', 'bethlehemjudah']"
4293,Niagara,"['MarilynMonroe', 'JosephCotten', 'JeanPeters']",['HenryHathaway'],"['Crime', 'Drama', 'Thriller']","['clocktower', 'infidelity', 'self-defense', 'waterfall', 'delirium', 'murder', 'morgue', 'tourguide', 'fear', 'pursuit', 'hitchcockian', 'screaming', 'unconsciousness', 'filmnoir', 'adultress']"
4294,How Green Was My Valley,"['WalterPidgeon', ""MaureenO'Hara"", 'RoddyMcDowall']",['JohnFord'],['Drama'],"['wales', 'ruralsetting', 'coalmining']"
4295,Da Sweet Blood of Jesus,"['FeliciaPearson', 'ZaraahAbrahams', 'ElvisNolasco']",['SpikeLee'],"['Thriller', 'Comedy', 'Romance']",[]
4296,"Sex, Lies, and Videotape","['AndieMacDowell', 'PeterGallagher', 'JamesSpader']",['StevenSoderbergh'],['Drama'],"['sexualobsession', 'sex', 'sexuality', 'camcorder', 'spanner', 'orgasm', 'videoband', 'longing', 'safesex', 'interview', 'voyeurism']"
4297,Saw,"['CaryElwes', 'DannyGlover', 'MonicaPotter']",['JamesWan'],"['Horror', 'Mystery', 'Crime']","['shotgun', 'basedonshortfilm', 'sadist', 'pistol', 'chained', 'bludgeoning', 'gameofdeath']"
4298,Super Troopers,"['JayChandrasekhar', 'SteveLemme', 'KevinHeffernan']",['JayChandrasekhar'],"['Comedy', 'Crime', 'Mystery']","['alcohol', 'radio', 'policechief', 'highway', 'cops', 'brokenlizard', 'marijuana', 'drughumor', 'policecorruption', 'aftercreditsstinger', 'duringcreditsstinger', 'shenanigans']"
4299,The Algerian,"['BenYoucef', 'CandiceCoke', 'HarryLennix']",['GiovanniZelko'],[],[]
4300,The Amazing Catfish,"['LisaOwen', 'XimenaAyala', 'SoniaFranco']",['ClaudiaSainte-Luce'],"['Comedy', 'Drama']",['womandirector']
4301,Monsoon Wedding,"['NaseeruddinShah', 'LilleteDubey', 'VijayRaaz']",['MiraNair'],"['Comedy', 'Drama', 'Romance']","['childabuse', 'adultery', 'arrangedmarriage', 'bollywood', 'wedding', 'womandirector', 'weddingarranger', 'classsystem']"
4302,You Can Count on Me,"['LauraLinney', 'MarkRuffalo', 'MatthewBroderick']",['KennethLonergan'],"['Drama', 'Romance']",['independentfilm']
4303,The Trouble with Harry,"['EdmundGwenn', 'JohnForsythe', 'ShirleyMacLaine']",['AlfredHitchcock'],"['Comedy', 'Mystery', 'Thriller']","['smalltown', 'chase', 'wife', 'leave', 'murder', 'suspense', 'femalecorpse']"
4304,But I'm a Cheerleader,"['NatashaLyonne', 'BrandtWille', 'BudCort']",['JamieBabbit'],['Comedy'],"['comingout', 'cheerleader', 'homosexuality', 'independentfilm', 'lesbian', 'lesbianinterest', 'womandirector']"
4305,Home Run,"['ScottElrod', 'DorianBrown', 'CharlesHenryWyson']",['DavidBoyd'],['Drama'],['baseball']
4306,Reservoir Dogs,"['HarveyKeitel', 'TimRoth', 'MichaelMadsen']",['QuentinTarantino'],"['Crime', 'Thriller']","['traitor', 'jewelry', 'psychopath', 'thief', 'heist', 'betrayal', 'mystery', 'escape', 'gang', 'plangonewrong', 'warehouse', 'ensemblecast', 'allmalecast', 'toldinflashback', 'heistgonewrong', 'foreshadowing', 'rendezvous', 'iconic', 'setinoneroom', 'uneasyalliance', 'ragtaggroup']"
4307,The Blue Bird,"['ShirleyTemple', 'SpringByington', 'NigelBruce']",['WalterLang'],"['Drama', 'Family', 'Fantasy']",['bird']
4308,"The Good, the Bad and the Ugly","['EliWallach', 'ClintEastwood', 'LeeVanCleef']",['SergioLeone'],['Western'],"['bountyhunter', 'refugee', 'gold', 'antihero', 'gallows', 'hitman', 'army', 'outlaw', 'shootout', 'moralambiguity', 'spaghettiwestern']"
4309,The Second Mother,"['ReginaCasé', 'MichelJoelsas', 'CamilaMárdila']",['AnnaMuylaert'],['Drama'],"['brazilian', 'brazil', 'pool', 'motherdaughterrelationship', 'architecture', 'classdifferences', 'housekeeper', 'womandirector']"
4310,Blue Like Jazz,"['MarshallAllman', 'ClaireHolt', 'TaniaRaymonde']",['SteveTaylor'],"['Drama', 'Comedy']",['bookstore']
4311,Down & Out With The Dolls,[],[],"['Comedy', 'Music']",[]
4312,"Pink Ribbons, Inc.","['SamanthaKing', 'BarbaraBrenner', 'BarbaraEhrenreich']",['LéaPool'],['Documentary'],"['marketing', 'breastcancer', 'corporatism', 'womandirector']"
4313,Certifiably Jonathan,"['JonathanWinters', 'RobinWilliams', 'SarahSilverman']",['JamesDavidPasternak'],['Comedy'],[]
4314,Desire,"['DéborahRévy', 'HélèneZimmer', 'GowanDidi']",['LaurentBouhnik'],"['Drama', 'Romance']","['france', 'femalenudity', 'sex', 'sexuality', 'love', 'sexualfantasy', 'romance', 'unfaithfulness', 'unsimulatedsex', 'prostitution', 'femalehomosexuality', 'couple', 'desire', 'lesbiansex', 'explicitsex', 'economiccrisis', 'sexualdisorder', 'eroticmovie']"
4315,The Blade of Don Juan,"['JuanCarlosMontoya', 'RodrigoViaggio', 'IrmaMaury']",['TomSanchez'],"['Drama', 'Comedy']",['peru']
4316,Grand Theft Parsons,"['JohnnyKnoxville', 'ChristinaApplegate', 'GabrielMacht']",['DavidCaffrey'],"['Crime', 'Comedy', 'Drama', 'Adventure']","['1970s', 'rockstar', 'chase', 'musician', 'independentfilm']"
4317,Extreme Movie,"['PatrickJ.Adams', 'RyanPinkston', 'DeniseBoutte']",['AdamJayEpstein'],['Comedy'],[]
4318,The Charge of the Light Brigade,"['ErrolFlynn', 'OliviadeHavilland', 'PatricKnowles']",['MichaelCurtiz'],"['Action', 'Adventure', 'Drama', 'War']","['ambush', 'britisharmy', 'fort', 'invasion', 'attack', 'heroism', 'massacre', 'india', 'cavalry', 'tragicdeath', 'epicbattle', 'crimea', 'fiancée', 'brothers', 'brotherslovesamewoman', 'thelightbrigade', 'horses', 'britishlancers', 'societyball']"
4319,Below Zero,"['EdwardFurlong', 'MichaelBerryman', 'KristinBooth']",['JustinThomasOstensen'],"['Thriller', 'Horror']",['screenwriter']
4320,Crowsnest,[],[],[],[]
4321,Airborne,"['ShaneMcDermott', 'SethGreen', 'BrittneyPowell']",['RobBowman'],"['Action', 'Adventure', 'Comedy']","['sport', 'rollerblade']"
4322,Cotton Comes to Harlem,"['GodfreyCambridge', 'RaymondSt.Jacques', 'CalvinLockhart']",['OssieDavis'],"['Action', 'Adventure']",['blaxploitation']
4323,The Wicked Within,"['SiennaGuillory', 'GianniCapaldi', 'EnzoCilenti']",['JayAlaimo'],['Horror'],[]
4324,Bleeding Hearts,"['RobertLoggia', 'CharlesDurning', 'TonyTodd']",['DylanBank'],['Horror'],[]
4325,Waiting...,"['RyanReynolds', 'AnnaFaris', 'JustinLong']",['RobMcKittrick'],['Comedy'],"['decision', 'waiter', 'hostess', 'trainee', 'grossout', 'employeremployeerelationship', 'speakinggerman', 'glasspipe', 'screaming']"
4326,Dead Man's Shoes,"['PaddyConsidine', 'GaryStretch', 'TobyKebbell']",['ShaneMeadows'],"['Drama', 'Thriller', 'Crime']","['rageandhate', 'brother', 'revenge', 'punishment', 'homemoviefootage']"
4327,From a Whisper to a Scream,"['VincentPrice', 'CluGulager', 'TerryKiser']",['JeffBurr'],"['Comedy', 'Horror']","['civilwar', 'narration', 'voodoo', 'necrophilia', 'anthology', 'librarian', 'freakshow']"
4328,Sex With Strangers,[],[],['Documentary'],[]
4329,Dracula: Pages from a Virgin's Diary,"['Wei-QiangZhang', 'TaraBirtwhistle', 'DavidMoroni']",['GuyMaddin'],['Horror'],"['dracula', 'independentfilm']"
4330,Faith Like Potatoes,"['FrankRautenbach', 'JeanneNeilson', 'HamiltonDlamini']",['RegardtvandenBergh'],['Drama'],"['christianfilm', 'food']"
4331,Beyond the Black Rainbow,"['MichaelRogers', 'ScottHylands', 'MarilynNorry']",['PanosCosmatos'],"['Fantasy', 'ScienceFiction', 'Horror']","['commune', 'suspense', 'maddoctor', 'captive', 'drugged', 'aftercreditsstinger']"
4332,The Raid,"['IkoUwais', 'JoeTaslim', 'DonnyAlamsyah']",['GarethEvans'],"['Action', 'Thriller', 'Crime']","['crimeboss', 'tenement', 'highrise', 'monitor', 'towerblock', 'jakartaindonesia', 'swat', 'swatteam']"
4333,The Dead Undead,"['LukeGoss', 'JoshuaAlba', 'MatthewR.Anderson']",['MatthewR.Anderson'],"['Horror', 'ScienceFiction', 'Action']","['vampire', 'zombie', 'vanityproject', 'madcowdisease']"
4334,The Vatican Exorcisms,['JoeMarino'],['JoeMarino'],"['Horror', 'Documentary', 'Mystery']",['exorcism']
4335,Casablanca,"['HumphreyBogart', 'IngridBergman', 'PaulHenreid']",['MichaelCurtiz'],"['Drama', 'Romance']","['lovetriangle', 'corruption', 'spy', 'resistance', 'casablanca', 'emigration', 'visa', 'patriotism', 'nationalism', 'concentrationcamp', 'nazis', 'war', 'melodrama', 'filmnoir']"
4336,Lake Mungo,"['TaliaZucker', 'RosieTraynor', 'DavidPledger']",['JoelAnderson'],"['Horror', 'Thriller']","['supernatural', 'drama']"
4337,Rocket Singh: Salesman of the Year,"['RanbirKapoor', 'SumeetDarshanDobhal', 'GauharKhan']",['ShimitAmin'],"['Drama', 'Comedy', 'Romance']","['ambition', 'bollywood', 'business', 'india', 'strugglingcareer']"
4338,Silent Running,"['BruceDern', 'CliffPotts', 'RonRifkin']",['DouglasTrumbull'],"['Adventure', 'Drama', 'ScienceFiction']","['spacemarine', 'sunlight', 'plants', 'spacetravel', 'saturn', 'biotope', 'greenhouse', 'dystopia', 'space', 'food', 'robot', 'spacestation']"
4339,Rocky,"['SylvesterStallone', 'TaliaShire', 'BurtYoung']",['JohnG.Avildsen'],['Drama'],"['underdog', 'philadelphia', 'transporter', 'italo-american', 'fight', ""loveofone'slife"", 'publicity', 'boxer', 'independence', 'boxingmatch', 'training', 'lovers', 'surprise', 'worldchampion', 'amateur', 'victory']"
4340,The Sleepwalker,"['ChristopherAbbott', 'BradyCorbet', 'StephanieEllis']",['MonaLerche'],['Drama'],"['womandirector', 'youngcouple', 'secluded', 'familyestate']"
4341,Tom Jones,"['AlbertFinney', 'SusannahYork', 'HughGriffith']",['TonyRichardson'],"['Adventure', 'Comedy', 'History', 'Romance']","['fromragstoriches', 'tutor', 'squire']"
4342,Unfriended,"['ShelleyHennig', 'MosesJacobStorm', 'ReneeOlstead']",['LevanGabriadze'],"['Horror', 'Thriller']","['computer', 'bullying', 'revenge', 'internet', 'teenager', 'violence', 'internetchat', 'humiliation', 'death', 'extramaritalaffair', 'vengefulghost', 'computerscreen', 'ghost', 'onenight', 'foundfootage', 'skype', 'facebook', 'blender']"
4343,Taxi Driver,"['RobertDeNiro', 'CybillShepherd', 'HarveyKeitel']",['MartinScorsese'],"['Crime', 'Drama']","['vietnamveteran', 'taxi', 'obsession', 'drugdealer', 'nightshift', 'vigilante', 'alienation', 'misanthrope', 'shottodeath', 'illegalprostitution', 'loner']"
4344,The Howling,"['PatrickMacnee', 'DennisDugan', 'ChristopherStone']",['JoeDante'],"['Drama', 'Horror']","['insaneasylum', 'werewolf', 'newswoman']"
4345,Dr. No,"['SeanConnery', 'UrsulaAndress', 'JosephWiseman']",['TerenceYoung'],"['Adventure', 'Action', 'Thriller']","['londonengland', 'england', 'assassination', 'spy', 'casino', 'exoticisland', 'cardgame', 'spacemarine', 'intelligence', 'jamaica', 'secretbase', 'secretmission', 'baccarat', 'secretorganization', 'secretintelligenceservice', 'nuclearradiation', 'villain', 'secretagent', 'atomicreactor']"
4346,Chernobyl Diaries,"['JesseMcCartney', 'JonathanSadowski', 'OliviaTaylorDudley']",['BradleyParker'],"['Horror', 'Thriller']","['radiation', 'ukraine', 'nuclearradiation', 'tourist', 'nuclearpowerplant', 'stranded', 'desertedtown', 'pripyat']"
4347,Hellraiser,"['AndrewRobinson', 'ClareHiggins', 'AshleyLaurence']",['CliveBarker'],['Horror'],"['underworld', 'seduction', 'supernatural', 'pinhead', 'revenge', 'undead', 'demon', 'puzzlebox', 'attic', 'cenobites', 'bodyhorror']"
4348,God's Not Dead 2,"['HayleyOrrantia', 'MelissaJoanHart', 'JesseMetcalfe']",['HaroldCronk'],['Drama'],['christian']
4349,Cry_Wolf,"['JulianMorris', 'LindyBooth', 'JaredPadalecki']",['JeffWadlow'],"['Horror', 'Thriller']","['murder', 'serialkiller', 'student', 'rumor']"
4350,Godzilla 2000,"['TakehiroMurata', 'NaomiNishida', 'MayuSuzuki']",['TakaoOkawara'],"['Adventure', 'Horror', 'Action', 'ScienceFiction']","['japan', 'monster', 'flyingsaucer', 'godzilla', 'city', 'kaiju']"
4351,Blue Valentine,"['RyanGosling', 'MichelleWilliams', 'MikeVogel']",['DerekCianfrance'],"['Drama', 'Romance']","['dancing', 'nurse', 'depression', 'classroom', 'bridge', 'marriage', 'truck', 'love', 'dysfunctionalfamily', 'children']"
4352,Transamerica,"['FelicityHuffman', 'KevinZegers', 'ElizabethPeña']",['DuncanTucker'],['Drama'],"['individual', 'gay', 'newyork', 'usa', 'missionary', 'fathersonrelationship', 'sexualidentity', 'transsexuality', 'runaway', 'sexualabuse', 'waitress', 'parentskidsrelationship', 'drugaddiction', 'cocaine', ""women'ssexualidentity"", 'hustler', 'newidentity', 'motel', 'therapist', 'pornactor', 'roadtrip', 'independentfilm', 'losangeles', 'transgender', 'stolencars', 'hitchhike']"
4353,The Devil Inside,"['FernandaAndrade', 'SimonQuarterman', 'EvanHelmuth']",['WilliamBrentBell'],"['Thriller', 'Horror']","['rome', 'exorcism', 'death', 'demonicpossession', 'foundfootage']"
4354,Beyond the Valley of the Dolls,"['DollyRead', 'CynthiaMyers', 'MarciaMcBroom']",['RussMeyer'],"['Comedy', 'Drama', 'Thriller']","['pop', 'popstar', 'musical']"
4355,Love Me Tender,"['RichardEgan', 'DebraPaget', 'ElvisPresley']",['RobertD.Webb'],"['Drama', 'Action', 'Western', 'Music', 'Romance']",['civilwar']
4356,An Inconvenient Truth,"['AlGore', 'BillyWest', 'RonaldReagan']",['DavisGuggenheim'],['Documentary'],"['climatechange', 'greenhouseeffect', 'climate', 'earth', 'globalwarming', 'politics', 'truth', 'crisis', 'nature', 'environment', 'science', 'audience']"
4357,Sands of Iwo Jima,"['JohnWayne', 'JohnAgar', 'AdeleMara']",['AllanDwan'],"['Action', 'Drama', 'History', 'War']","['sergeant', 'iwojima']"
4358,Shine a Light,"['MickJagger', 'KeithRichards', 'CharlieWatts']",['MartinScorsese'],"['Documentary', 'Music']","['newyork', 'filmdirector', 'legend', 'song', 'public', 'rollingstones', 'rock', 'guest', 'musicvideo', 'music', 'concert', 'theatremilieu', 'performance']"
4359,The Green Inferno,"['LorenzaIzzo', 'ArielLevy', 'SkyFerreira']",['EliRoth'],"['Action', 'Adventure', 'Horror', 'Thriller']","['chile', 'gore', 'jungle', 'extremeviolence', 'cannibal', 'southamerica']"
4360,Departure,"['JulietStevenson', 'AlexLawther', 'PhénixBrossard']",['AndrewSteggall'],"['Drama', 'Romance', 'Family']",['gay']
4361,The Sessions,"['JohnHawkes', 'HelenHunt', 'WilliamH.Macy']",['BenLewin'],"['Drama', 'Romance', 'Comedy']","['cat', 'virgin', 'narration', 'wheelchair', 'graduation', 'sexualarousal', 'judaism', 'poweroutage', 'intimate', 'catholicchurch', 'sexualawakening', 'malevirgin', 'womancrying', 'spongebath', 'catholicpriest', 'jealoushusband', 'ironlung', 'sexsurrogate', 'polio', 'cryingwoman', 'poliovictim', 'jewishman', 'truelifecharacter', 'gurney', 'sexualpleasure', 'pitysex', 'jewishconvert', 'handicapsex', 'sexualexploration', 'nakedwoman', 'thriftstore']"
4362,"Food, Inc.","['MichaelPollan', 'EricSchlosser', 'RichardLobb']",['RobertKenner'],['Documentary'],"['foodindustry', 'monsanto', 'organicfood', 'sustainable', 'griculture', 'corn']"
4363,October Baby,"['RachelHendrix', 'JasonBurkey', 'RobertAmaya']",['AndrewErwin'],['Drama'],"['adoption', 'college']"
4364,Next Stop Wonderland,"['HopeDavis', 'PhilipSeymourHoffman', 'HollandTaylor']",['BradAnderson'],"['Comedy', 'Drama', 'Romance']",['independentfilm']
4365,The Skeleton Twins,"['KristenWiig', 'BillHader', 'LukeWilson']",['CraigJohnson'],['Drama'],"['newyork', 'adultery', 'confession', 'brothersisterrelationship', 'infidelity', 'bisexuality', 'rejection', 'cowardice', 'reunion', 'deathoffather', 'motherdaughterrelationship', 'lesbian', 'inthecloset', 'teacherstudentrelationship', 'mothersonrelationship', 'lgbt', 'gayleadcharacter', 'gaybrother', 'estrangement', 'fraternaltwins', 'newager', 'twinsynchronization']"
4366,Martha Marcy May Marlene,"['ElizabethOlsen', 'HughDancy', 'JohnHawkes']",['SeanDurkin'],"['Drama', 'Thriller']","['sexualabuse', 'cult', 'boundaryviolations', 'mumblegore']"
4367,Obvious Child,"['JennySlate', 'JakeLacy', 'GabyHoffmann']",['GillianRobespierre'],"['Comedy', 'Romance']","['independentfilm', 'womandirector']"
4368,Frozen River,"['MelissaLeo', 'MistyUpham', 'CharlieMcDermott']",['CourtneyHunt'],['Drama'],"['humantrafficking', 'womandirector']"
4369,20 Feet from Stardom,"['BetteMidler', 'MickJagger', 'Sting']",['MorganNeville'],"['Documentary', 'Music']",[]
4370,Two Girls and a Guy,"['RobertDowneyJr.', 'NatashaGregsonWagner', 'HeatherGraham']",['JamesToback'],"['Drama', 'Romance']","['love', 'revenge', 'loft', 'analingus', 'actor']"
4371,Walking and Talking,"['CatherineKeener', 'AnneHeche', 'LievSchreiber']",['NicoleHolofcener'],"['Comedy', 'Drama', 'Romance']","['independentfilm', 'womandirector']"
4372,Who Killed the Electric Car?,"['MartinSheen', 'MelGibson', 'TomHanks']",['ChrisPaine'],['Documentary'],"['energysupply', 'automobileindustry', 'independentfilm']"
4373,The Broken Hearts Club: A Romantic Comedy,"['BenWeber', 'TimothyOlyphant', 'MattMcGrath']",['GregBerlanti'],"['Comedy', 'Drama', 'Romance']","['gay', 'roommate', 'malefriendship', 'invitrofertilisation', 'romanticcomedy', 'lesbianrelationship', 'gayrelationship', 'gayinterest']"
4374,Bubba Ho-tep,"['BruceCampbell', 'OssieDavis', 'EllaJoyce']",['DonCoscarelli'],"['Comedy', 'Horror', 'Thriller', 'Mystery', 'Fantasy']","['johnf.kennedy', 'elvispresley']"
4375,Slam,"['SaulWilliams', 'SonjaSohn', 'BonzMalone']",['MarcLevin'],['Drama'],['independentfilm']
4376,Brigham City,"['RichardDutcher', 'MatthewA.Brown', 'WilfordBrimley']",['RichardDutcher'],"['Crime', 'Drama', 'Mystery', 'Thriller']",[]
4377,Fiza,"['HrithikRoshan', 'KarismaKapoor', 'JayaBachchan']",['KhalidMohammed'],"['Drama', 'Foreign', 'Romance']","['suicide', 'lossofbrother', 'laughing', 'jihad', 'love', 'racialtension']"
4378,Orgazmo,"['TreyParker', 'DianBachar', 'MattStone']",['TreyParker'],['Comedy'],"['pornography', 'sex', 'secret', 'fight', 'star', 'superhero', 'independentfilm', 'wedding', 'crime', 'mormon', 'womandirector', 'sidekick', 'henchmen']"
4379,All the Real Girls,"['PaulSchneider', 'ZooeyDeschanel', 'DannyMcBride']",['DavidGordonGreen'],"['Drama', 'Romance']","['southernusa', 'smalltown', 'virgin', 'independentfilm', 'bestfriend']"
4380,Dream with the Fishes,"['DavidArquette', 'BradHunt', 'KathrynErbe']",[],['Comedy'],['independentfilm']
4381,Blue Car,"['MargaretColin', 'AgnesBruckner', 'DavidStrathairn']",['KarenMoncrieff'],['Drama'],"['independentfilm', 'womandirector']"
4382,Palo Alto,"['EmmaRoberts', 'JackKilmer', 'NatWolff']",['GiaCoppola'],['Drama'],"['highschool', 'soccer', 'teenager', 'oldermanyoungerwomanrelationship', 'teenagesexuality', 'womandirector']"
4383,Ajami,"['FouadHabash', 'NisrineRihan', 'EliasSaba']",['ScandarCopti'],"['Crime', 'Drama']",[]
4384,Wristcutters: A Love Story,"['PatrickFugit', 'ShannynSossamon', 'SheaWhigham']",['GoranDukic'],"['Comedy', 'Drama', 'Fantasy', 'Romance']","['independentfilm', 'break-up', 'ex-boyfriendex-girlfriendrelationship', 'rollingacigarette', 'autocide', 'recordplayer', 'hypodermicneedle', 'missingpet', 'headinoven', 'grocerystore', 'armincast', 'guninmouth', 'toast', 'listeningtomusic']"
4385,I Origins,"['MichaelPitt', 'BritMarling', 'AstridBergès-Frisbey']",['MikeCahill'],"['ScienceFiction', 'Drama']","['independentfilm', 'eyes', 'molecularbiologist']"
4386,The Battle of Shaker Heights,"['ShiaLaBeouf', 'EldenHenson', 'AmySmart']",['KyleRankin'],"['Comedy', 'Drama', 'Romance']","['fantasy', 'enemy', 'sister', 'highschool', 'battlefield', 'bully', 'teenager', 'strategy', 'addict']"
4387,The Act of Killing,"['AnwarCongo', 'HermanKoto', 'SyamsulArifin']",['JoshuaOppenheimer'],['Documentary'],"['corruption', 'war', 'indonesia']"
